1,14,5,2,"N","A","Y","B","B","D",8,"A","A",5,3,"A","I","N",70,13,"Y",7,"B",1,37,1,4,4,"N","N","A",1,1
3,12,4,3,"W","C","Y","B","B","D",12,"L","B",10,3,"A","E","N",19,11,"Y",6,"B",2,40,1,9,4,"Y","N","E",2,1
7,16,20,4,"N","H","N","B","B","E",7,"H","B",15,1,"A","Q","N",34,8,"N",7,"B",2,37,1,1,1,"Y","N","C",6,1
7,12,22,5,"B","I","Y","B","B","E",8,"J","B",20,1,"D","Q","Y",42,17,"N",5,"A",2,40,1,19,7,"Y","Y","C",3,1
2,14,11,1,"B","H","Y","B","B","D",12,"L","B",20,3,"A","I","N",82,10,"Y",10,"A",2,28,1,16,3,"Y","N","E",2,9
5,3,19,4,"W","A","Y","B","C","D",12,"B","B",15,3,"A","E","N",33,9,"N",13,"A",2,40,1,5,4,"Y","N","C",6,1
13,9,1,1,"N","C","Y","D","B","D",7,"B","B",20,1,"A","C","N",88,12,"Y",6,"B",2,25,1,6,6,"Y","N","E",3,1
5,16,23,1,"N","A","Y","B","B","D",12,"B","B",20,3,"D","I","N",90,11,"N",5,"A",2,34,1,14,3,"Y","N","E",2,4
4,9,4,3,"N","C","N","B","B","D",2,"L","B",20,1,"A","I","N",99,16,"N",15,"A",4,31,1,8,4,"Y","N","C",5,10
6,6,6,4,"W","K","N","B","B","F",12,"J","B",20,1,"C","K","N",87,8,"Y",12,"C",1,31,1,1,1,"N","N","D",1,2
3,4,13,2,"G","B","Y","B","B","D",3,"B","B",10,2,"A","I","N",90,13,"Y",17,"A",2,37,1,21,3,"Y","N","E",2,1
2,7,4,3,"B","I","N","B","B","E",3,"H","B",10,1,"A","K","Y",59,8,"Y",10,"A",2,28,1,15,6,"Y","Y","E",2,1
1,10,18,5,"N","C","Y","B","B","D",8,"L","B",20,1,"A","I","Y",51,16,"N",9,"C",1,31,1,9,3,"Y","Y","E",3,1
8,17,18,4,"E","K","Y","B","B","E",3,"M","B",20,1,"A","R","N",58,10,"N",21,"A",1,25,1,21,7,"N","N","B",1,12
5,8,18,2,"E","K","Y","B","B","E",7,"H","B",15,1,"A","J","N",76,19,"Y",10,"A",2,31,1,10,7,"Y","N","C",2,4
1,19,7,2,"B","H","N","B","B","D",8,"B","B",10,1,"A","I","Y",70,16,"Y",11,"A",2,40,1,12,6,"N","Y","A",2,3
1,15,18,1,"N","H","N","B","B","D",2,"B","B",15,1,"A","B","N",28,11,"N",4,"B",2,25,1,8,3,"N","N","A",3,1
6,6,14,2,"B","I","N","B","B","E",12,"H","B",15,1,"A","K","N",73,11,"N",4,"A",1,34,1,21,7,"N","N","A",1,2
4,13,17,6,"N","A","Y","B","B","D",8,"L","B",20,1,"A","I","Y",84,9,"N",12,"A",4,37,2,14,3,"Y","Y","E",6,1
1,14,19,2,"E","C","Y","B","B","D",3,"B","B",10,1,"D","I","N",62,20,"Y",4,"A",2,40,1,18,4,"N","N","E",3,2
4,6,17,3,"B","J","Y","B","B","F",3,"H","B",15,1,"A","R","Y",68,7,"Y",6,"A",2,25,1,3,3,"Y","Y","E",2,4
1,6,13,2,"B","I","N","B","B","E",3,"H","B",15,1,"A","N","N",76,10,"N",11,"A",1,40,1,1,5,"Y","N","E",1,3
1,9,19,5,"B","H","N","B","B","D",8,"L","B",15,1,"A","A","N",47,12,"N",22,"A",1,34,1,17,1,"N","N","A",1,12
4,16,5,1,"B","A","Y","B","B","D",3,"A","B",20,1,"A","I","Y",84,11,"Y",12,"A",1,40,1,3,1,"Y","Y","E",1,1
4,8,4,3,"N","B","Y","B","B","D",12,"B","B",15,1,"N","B","N",79,11,"Y",15,"A",1,31,1,24,4,"Y","N","E",1,3
4,12,17,2,"N","C","Y","B","B","D",2,"L","B",15,1,"A","B","Y",71,10,"Y",16,"A",2,40,1,9,6,"Y","N","E",2,11
4,9,15,4,"N","K","N","B","B","E",3,"H","B",20,1,"A","L","N",28,13,"N",13,"A",2,31,1,19,1,"N","N","A",2,11
1,2,12,5,"C","K","N","B","B","E",3,"K","B",10,2,"N","R","N",50,18,"Y",7,"A",7,31,1,23,6,"Y","N","E",4,11
1,10,6,1,"N","C","N","B","B","D",3,"L","C",15,1,"A","D","Y",57,10,"N",6,"A",2,34,1,25,3,"Y","Y","E",2,2
1,4,6,4,"N","B","N","B","B","D",8,"B","B",20,1,"A","B","N",87,8,"N",13,"A",3,31,1,20,4,"Y","N","C",3,4
2,16,13,3,"B","B","N","B","B","D",3,"B","B",20,1,"A","A","Y",71,9,"Y",16,"A",2,25,1,18,6,"Y","Y","E",2,3
4,14,18,7,"N","K","N","B","B","E",3,"H","B",20,1,"A","R","N",80,8,"N",7,"A",2,22,1,3,7,"Y","N","C",4,7
4,8,8,5,"N","K","Y","B","B","E",2,"H","B",20,1,"A","K","N",97,8,"Y",14,"A",2,37,1,22,4,"Y","N","C",2,5
8,18,13,3,"N","A","N","B","B","D",7,"B","B",15,3,"A","A","N",47,11,"N",14,"A",2,40,1,18,6,"Y","N","E",3,10
8,2,8,6,"C","K","N","A","B","E",8,"H","B",15,1,"N","J","Y",89,10,"N",15,"A",2,25,1,5,1,"Y","Y","E",2,1
2,13,21,5,"B","I","Y","B","B","E",3,"H","B",15,3,"H","R","N",50,17,"Y",21,"A",1,40,1,3,1,"Y","N","E",1,12
1,5,4,2,"C","A","N","B","B","D",3,"B","D",10,1,"A","B","N",27,9,"Y",13,"A",3,28,1,17,6,"Y","N","E",3,2
5,4,3,2,"B","I","Y","B","B","F",3,"H","B",10,1,"A","R","Y",48,11,"N",11,"A",2,31,1,19,2,"N","Y","C",2,2
2,16,3,2,"G","A","N","B","B","D",7,"B","B",10,1,"A","I","N",96,11,"N",10,"A",2,40,1,19,4,"Y","N","E",4,3
2,9,7,4,"N","K","Y","B","A","E",12,"H","B",10,1,"A","K","N",79,17,"N",14,"A",2,37,1,20,7,"Y","N","E",2,5
1,18,1,1,"N","K","Y","B","B","E",12,"H","B",15,1,"A","K","N",42,6,"Y",6,"C",1,25,1,18,3,"Y","N","E",2,1
1,6,22,5,"N","K","Y","B","B","E",3,"I","B",5,1,"A","K","N",79,13,"Y",12,"A",2,40,1,16,1,"Y","N","D",2,11
1,6,8,1,"B","K","Y","B","B","F",3,"H","B",20,3,"A","N","N",54,12,"N",6,"C",1,31,1,16,6,"Y","N","E",4,1
8,10,13,1,"N","H","Y","B","D","E",12,"H","B",15,1,"A","M","N",29,9,"N",4,"E",2,40,1,1,1,"Y","N","E",5,1
1,13,21,2,"N","H","N","B","B","E",8,"H","B",10,1,"A","M","N",48,17,"Y",19,"B",2,28,1,11,4,"N","N","A",2,1
7,6,14,4,"B","A","Y","D","B","D",8,"B","B",15,3,"A","B","Y",35,7,"N",5,"C",1,28,1,24,4,"Y","Y","E",1,1
4,6,12,4,"B","I","Y","B","B","F",12,"H","B",10,3,"A","R","N",99,9,"N",19,"A",2,31,1,1,7,"Y","N","E",2,9
1,13,5,3,"W","K","Y","B","B","E",8,"K","B",10,1,"A","N","Y",93,16,"N",18,"C",2,22,1,7,7,"Y","Y","D",5,4
5,3,16,4,"N","H","N","B","B","D",2,"L","B",20,1,"A","I","Y",45,12,"N",5,"A",2,34,1,16,4,"Y","Y","E",2,1
3,8,11,3,"N","H","N","B","B","D",8,"B","B",20,1,"A","B","N",70,19,"N",12,"A",3,31,1,24,4,"Y","N","D",4,4
4,9,18,8,"N","K","Y","B","B","E",8,"H","B",10,1,"A","K","Y",61,7,"Y",12,"A",2,37,1,1,7,"Y","Y","E",4,8
1,12,23,1,"W","C","Y","B","B","D",3,"L","B",5,1,"A","D","N",75,19,"N",13,"A",3,31,1,21,5,"Y","N","E",3,10
1,6,16,2,"B","K","Y","B","D","E",3,"H","B",15,3,"A","K","N",62,9,"N",5,"A",2,37,1,5,6,"Y","N","E",2,1
7,5,9,4,"W","K","Y","B","B","E",3,"J","B",5,3,"A","J","Y",57,6,"Y",12,"C",2,31,1,20,4,"Y","Y","E",2,10
11,12,6,2,"N","C","N","B","B","D",8,"L","B",20,1,"A","I","N",10,17,"N",4,"B",2,40,1,1,2,"N","N","A",5,1
1,3,15,1,"N","A","N","B","B","C",3,"B","B",10,1,"A","I","N",51,10,"N",10,"A",2,37,1,12,4,"Y","N","E",2,5
10,19,17,4,"W","I","N","B","A","E",8,"H","B",10,1,"A","R","N",71,21,"N",13,"A",3,22,1,1,3,"Y","N","E",3,9
1,6,18,1,"B","A","N","B","B","D",7,"B","B",10,1,"A","B","N",56,10,"N",7,"B",1,40,1,8,3,"Y","N","E",1,1
1,4,7,1,"N","K","N","B","B","E",3,"H","B",10,3,"A","J","N",15,9,"N",13,"A",2,28,1,20,4,"N","N","E",2,5
1,18,1,1,"N","A","Y","B","B","D",8,"B","B",10,1,"A","B","N",26,7,"Y",7,"B",2,40,1,4,4,"Y","N","C",1,1
1,2,19,6,"N","K","N","B","B","E",3,"N","B",20,1,"A","K","N",88,12,"N",8,"A",2,28,1,1,3,"N","N","D",4,1
7,7,4,3,"B","K","Y","B","B","E",12,"H","B",10,2,"A","K","Y",66,7,"N",4,"A",1,31,1,1,4,"Y","Y","C",4,3
7,12,22,2,"C","K","Y","B","B","E",8,"H","B",5,1,"A","Q","N",52,14,"N",7,"A",2,34,1,18,6,"Y","N","E",4,3
1,6,4,3,"B","A","N","B","B","D",8,"B","B",15,3,"A","B","N",40,8,"N",15,"A",2,25,1,19,2,"Y","N","C",4,3
1,19,21,2,"N","C","Y","D","B","D",3,"B","B",20,1,"A","D","N",26,22,"N",3,"B",3,40,1,3,4,"N","N","A",3,1
1,13,22,4,"N","K","Y","B","B","F",8,"J","B",15,3,"A","M","N",42,15,"N",8,"A",2,34,1,16,3,"N","N","A",4,5
6,12,9,1,"N","H","Y","B","C","E",3,"J","B",20,1,"A","R","N",71,31,"N",7,"B",2,22,1,3,6,"Y","N","E",2,1
1,9,7,1,"N","K","Y","B","B","E",2,"J","B",10,3,"A","R","N",81,13,"N",8,"A",2,40,1,12,6,"Y","N","E",4,2
1,6,10,2,"B","I","Y","B","B","F",8,"H","B",15,2,"A","K","Y",63,6,"N",8,"A",1,37,1,20,7,"Y","Y","E",1,3
7,16,14,1,"N","C","Y","B","B","D",8,"B","B",10,1,"A","I","Y",40,10,"Y",6,"A",1,31,1,15,7,"N","N","A",3,3
4,12,19,3,"B","I","Y","B","B","E",8,"H","B",15,1,"A","R","Y",48,12,"Y",16,"A",1,40,1,9,3,"Y","Y","E",2,11
1,11,20,4,"N","K","Y","B","B","E",3,"J","B",20,1,"A","J","Y",86,12,"Y",18,"C",1,37,1,20,4,"Y","Y","E",1,1
3,2,18,4,"C","A","N","D","B","D",12,"F","B",10,1,"A","A","N",52,17,"N",12,"B",1,28,1,24,4,"Y","N","E",2,1
2,6,18,1,"B","I","Y","B","B","E",3,"H","B",5,1,"A","R","N",60,8,"Y",11,"A",3,22,1,3,4,"Y","N","E",3,3
12,5,19,4,"N","K","N","B","B","E",3,"I","B",10,1,"A","R","Y",57,7,"Y",14,"A",1,31,1,8,7,"Y","Y","E",1,4
3,5,17,2,"B","K","N","B","B","E",12,"H","B",10,1,"A","R","Y",95,8,"N",20,"C",1,40,1,18,7,"N","Y","E",1,11
1,8,19,2,"N","C","Y","B","B","D",12,"B","B",15,1,"A","I","N",68,14,"N",6,"A",1,34,1,17,2,"Y","N","E",1,1
7,8,13,5,"W","I","Y","B","B","E",3,"H","B",15,3,"A","R","N",95,12,"Y",13,"A",3,37,1,9,4,"Y","N","E",4,5
10,9,18,5,"N","K","Y","B","B","E",12,"H","B",5,3,"A","K","N",90,11,"N",8,"A",2,40,1,5,1,"Y","N","D",2,4
3,17,3,2,"B","I","Y","B","B","F",12,"H","B",15,3,"A","J","Y",93,10,"N",14,"A",1,34,1,6,7,"Y","Y","C",1,9
1,1,16,4,"C","A","Y","B","B","B",8,"F","B",5,1,"H","E","N",39,19,"Y",17,"A",3,31,1,21,6,"Y","N","C",1,2
1,5,2,2,"B","A","Y","B","B","D",8,"B","B",10,1,"A","I","N",58,7,"Y",14,"A",2,34,1,5,6,"Y","N","E",2,6
1,19,2,2,"B","K","N","B","B","E",12,"J","B",20,1,"A","N","Y",51,14,"Y",8,"A",6,40,1,17,7,"Y","Y","E",6,5
7,7,10,3,"N","B","N","B","B","D",3,"B","B",20,1,"A","B","Y",71,9,"N",13,"A",2,25,1,20,7,"Y","Y","E",2,1
1,6,16,2,"B","A","Y","B","B","D",3,"B","B",10,1,"A","I","N",48,7,"N",11,"A",1,37,1,19,3,"Y","N","E",3,3
5,16,6,4,"B","H","Y","B","B","E",12,"H","B",10,1,"A","L","N",36,8,"N",16,"B",2,37,1,16,4,"N","N","A",2,1
2,12,19,3,"W","C","Y","D","B","D",3,"L","B",10,1,"A","E","N",21,13,"N",6,"B",2,37,1,11,7,"Y","N","E",3,1
7,2,17,4,"N","A","Y","B","C","D",7,"B","B",20,1,"A","E","N",61,16,"N",5,"B",2,31,1,25,4,"Y","N","E",1,3
1,19,5,3,"N","H","N","B","B","E",12,"J","B",5,1,"A","J","N",13,8,"Y",6,"B",2,40,1,5,7,"N","N","A",2,1
5,8,18,2,"N","K","N","B","B","E",3,"H","B",20,1,"A","R","N",26,16,"N",19,"A",1,31,1,3,6,"N","N","A",1,5
5,11,19,4,"W","C","Y","B","B","D",3,"B","B",15,3,"A","A","N",45,14,"N",10,"A",1,22,1,6,6,"N","N","A",1,3
13,15,16,1,"N","K","N","B","B","E",12,"H","C",20,1,"A","K","N",89,13,"Y",9,"C",4,40,1,17,7,"Y","N","E",4,1
2,9,18,5,"N","H","N","B","B","D",12,"B","B",15,1,"A","A","N",95,13,"N",20,"A",2,40,1,9,4,"Y","N","E",2,4
1,2,6,4,"C","A","N","B","B","D",8,"B","B",15,1,"N","B","Y",84,13,"N",9,"A",2,31,1,17,4,"Y","Y","E",2,5
1,9,18,6,"B","H","Y","B","B","B",8,"B","B",10,1,"A","B","N",76,14,"N",8,"A",2,31,1,2,2,"N","N","A",5,3
2,2,12,3,"C","A","N","B","B","D",12,"B","B",15,2,"N","B","N",48,12,"N",4,"D",2,37,1,22,6,"Y","N","E",4,10
1,8,8,1,"B","H","N","B","B","B",7,"B","B",10,3,"A","C","N",91,18,"Y",10,"A",2,40,1,1,7,"Y","N","E",3,6
2,5,16,3,"B","A","N","B","B","D",2,"B","A",20,1,"A","B","Y",91,8,"Y",18,"A",2,37,1,15,5,"Y","Y","E",2,6
4,12,19,4,"N","C","N","B","B","D",8,"L","B",10,2,"A","B","N",54,11,"Y",8,"B",2,40,1,2,3,"N","N","A",3,1
1,2,19,4,"C","A","Y","B","B","D",8,"F","B",20,1,"A","A","N",61,15,"N",9,"B",1,40,1,25,3,"Y","N","E",1,9
2,17,1,1,"N","B","Y","B","B","D",12,"B","B",15,1,"A","I","N",79,6,"Y",12,"B",2,34,1,4,3,"Y","N","E",2,1
1,7,14,5,"N","K","N","B","B","E",12,"H","B",20,1,"A","R","N",34,8,"N",13,"A",2,25,1,17,1,"N","N","A",3,4
7,5,19,3,"W","D","N","B","B","D",12,"B","B",20,2,"A","G","N",80,11,"N",16,"A",1,34,1,12,6,"Y","N","E",1,12
1,13,8,6,"N","H","N","B","B","E",3,"J","B",15,1,"A","M","N",5,8,"N",11,"B",2,40,1,1,4,"Y","N","E",2,1
5,7,2,1,"B","K","N","B","B","E",12,"J","B",20,1,"A","J","N",43,12,"N",18,"C",1,40,1,10,2,"Y","N","C",1,2
7,4,7,2,"N","A","N","B","B","D",3,"A","B",20,3,"A","B","N",48,10,"Y",11,"A",1,37,1,19,3,"Y","N","E",1,3
1,15,3,2,"B","A","N","B","A","D",8,"B","B",15,1,"A","E","N",40,10,"Y",2,"B",2,25,1,6,4,"N","N","D",2,1
7,5,20,3,"N","K","N","B","B","F",12,"I","B",10,1,"S","K","N",24,16,"N",3,"A",1,34,1,25,4,"Y","N","C",1,2
4,7,5,3,"B","K","Y","B","B","E",8,"I","B",10,3,"A","M","N",80,11,"N",7,"A",2,40,1,17,3,"Y","N","E",2,4
4,14,17,3,"N","C","N","B","D","D",8,"L","B",20,1,"A","B","N",93,23,"N",11,"A",2,28,1,4,7,"Y","N","E",3,8
2,18,2,2,"N","H","N","B","B","E",2,"H","B",5,1,"C","K","N",58,11,"N",5,"D",1,37,1,1,6,"N","N","A",1,1
13,12,21,5,"N","K","Y","B","B","E",3,"J","B",20,1,"A","P","N",38,14,"Y",11,"A",3,25,1,1,3,"N","N","E",3,7
1,11,23,4,"N","C","N","B","B","D",7,"L","B",20,2,"A","I","N",48,22,"N",8,"A",4,28,2,19,7,"Y","N","D",6,4
2,6,18,6,"N","K","N","B","B","E",8,"H","B",20,1,"A","K","N",83,7,"N",15,"A",2,25,1,19,3,"Y","N","C",3,11
1,10,4,3,"N","C","Y","B","B","D",8,"L","B",15,2,"A","I","Y",73,26,"Y",8,"A",4,40,2,16,4,"Y","Y","E",4,3
10,10,19,3,"N","K","N","B","B","E",12,"H","B",15,1,"A","L","N",49,12,"Y",10,"A",1,28,1,21,2,"N","N","A",2,1
2,1,19,3,"C","K","Y","B","B","E",8,"H","B",20,1,"A","R","N",41,13,"Y",7,"A",1,25,1,21,5,"Y","N","D",4,6
5,9,20,4,"B","C","Y","D","D","D",8,"B","B",20,3,"A","A","N",11,10,"N",10,"B",4,37,1,1,4,"Y","N","E",7,1
4,6,17,3,"B","I","N","D","B","E",3,"J","B",15,1,"A","R","N",52,10,"N",7,"A",2,37,1,3,1,"Y","N","E",2,1
5,2,7,5,"C","A","N","B","B","D",3,"B","B",10,1,"N","A","N",49,13,"N",15,"A",2,40,1,18,7,"Y","N","E",2,2
1,12,19,6,"B","C","Y","B","B","D",8,"L","B",10,1,"A","I","Y",80,11,"N",11,"A",3,40,1,6,6,"Y","Y","E",5,5
4,18,7,5,"N","K","Y","B","B","E",12,"H","B",15,1,"A","M","N",35,7,"Y",9,"A",2,34,1,2,3,"N","N","A",5,5
1,11,7,5,"B","I","N","B","B","E",3,"H","B",15,3,"A","R","N",77,19,"Y",22,"A",2,40,1,18,6,"Y","N","E",2,12
2,3,15,6,"N","K","N","B","B","E",12,"J","B",10,1,"A","R","N",69,9,"Y",16,"A",2,28,1,16,5,"N","N","A",2,11
