"x","y","z"
1971.1,2373.56666666667,2124.03333333333
1970.86666666667,2374.86666666667,2125.06666666667
1967.73333333333,2376.7,2117.7
1970.66666666667,2378.36666666667,2116.53333333333
1973.83333333333,2377.3,2113.23333333333
1973.7,2376.1,2116
1965.43333333333,2376.2,2114.63333333333
1971.1,2375.96666666667,2119.83333333333
1969.86666666667,2375.5,2120.1
1970.26666666667,2375.43333333333,2119.66666666667
1968.83333333333,2375.76666666667,2118.9
1968.9,2375.36666666667,2119.1
1968.83333333333,2375.16666666667,2118.76666666667
1968.76666666667,2376.4,2118.76666666667
1969.93333333333,2375.06666666667,2120.6
1970.26666666667,2375.5,2120.46666666667
1968.46666666667,2375.56666666667,2118.63333333333
1970.6,2374.73333333333,2119.06666666667
1971.76666666667,2376.06666666667,2119.86666666667
1970.2,2374,2120.83333333333
1969.16666666667,2374.93333333333,2120.03333333333
1964.7,2375.56666666667,2123.2
1965.1,2375.23333333333,2114.46666666667
1962.33333333333,2377.63333333333,2114.06666666667
1964.3,2378.2,2113.23333333333
1965.3,2378.1,2113.16666666667
1967.83333333333,2376.56666666667,2114.53333333333
1969.2,2377.86666666667,2114.16666666667
1968.7,2376.66666666667,2114.5
1968.03333333333,2377.76666666667,2114.83333333333
1966.13333333333,2377.33333333333,2114.06666666667
1966.93333333333,2376.9,2114.36666666667
1967.4,2376.93333333333,2115
1967.8,2376.36666666667,2114.46666666667
1966.96666666667,2377.66666666667,2115.6
1967.63333333333,2377.03333333333,2117.2
1959.9,2376.13333333333,2118.9
1968.43333333333,2377.2,2117.96666666667
1970.93333333333,2376.9,2120.93333333333
1965.53333333333,2373.43333333333,2124.93333333333
1966.7,2375.36666666667,2122.96666666667
1966.73333333333,2375,2123.5
1965.93333333333,2375,2123.5
1965.76666666667,2374.63333333333,2122.46666666667
1964.53333333333,2377.46666666667,2120.2
1969.86666666667,2376.36666666667,2112.63333333333
1969.43333333333,2377.03333333333,2116.06666666667
1970.53333333333,2377.73333333333,2112.5
1971.03333333333,2377.8,2110.86666666667
1965.66666666667,2377.56666666667,2113.7
1960.43333333333,2377.43333333333,2112.63333333333
1961.8,2377.4,2113.7
1967.3,2378.26666666667,2111.16666666667
1967.16666666667,2377.36666666667,2112.86666666667
1964.16666666667,2376.23333333333,2112.4
1974.16666666667,2377.9,2114.33333333333
1970.46666666667,2377.43333333333,2117
1969.4,2377.86666666667,2114.76666666667
1967.8,2376.9,2116.16666666667
1968.93333333333,2376.53333333333,2115.96666666667
1968.36666666667,2377.23333333333,2115.7
1968.66666666667,2377.76666666667,2115.63333333333
1968.63333333333,2377.33333333333,2116.66666666667
1968.53333333333,2377.16666666667,2116.6
1967.3,2376.63333333333,2115.93333333333
1967.3,2375.76666666667,2115.5
1968.36666666667,2376.56666666667,2118.43333333333
1968.06666666667,2375.76666666667,2117.43333333333
1967.66666666667,2375.63333333333,2119.33333333333
1967.26666666667,2376.66666666667,2119.7
1967.5,2377,2116.9
1965.66666666667,2376.63333333333,2115.16666666667
1967.73333333333,2376.83333333333,2115.63333333333
1968.56666666667,2377.86666666667,2107.83333333333
1960.6,2378.46666666667,2110.83333333333
1960.6,2377.46666666667,2110.16666666667
1960.66666666667,2379.33333333333,2112.2
1957.43333333333,2377.86666666667,2110.96666666667
1962.4,2377.36666666667,2110.33333333333
1973.83333333333,2378.66666666667,2111.63333333333
1967.53333333333,2377.33333333333,2110.53333333333
1972.1,2377.83333333333,2109.63333333333
1967.63333333333,2378,2110.43333333333
1966.63333333333,2377.4,2112.23333333333
1970.46666666667,2377.66666666667,2109.66666666667
1965.13333333333,2378.56666666667,2108.1
1965.83333333333,2378.5,2111.16666666667
1964.43333333333,2378.33333333333,2108.7
1964.56666666667,2379.03333333333,2109.3
1964.16666666667,2377.6,2108.86666666667
1965.23333333333,2377.43333333333,2108.53333333333
1970.26666666667,2377.6,2109.76666666667
1967.16666666667,2378.53333333333,2109.83333333333
1966.33333333333,2377.5,2109.63333333333
1966.4,2377.73333333333,2108.36666666667
1965.4,2378.63333333333,2108.33333333333
1965.2,2379.56666666667,2107.2
1963.56666666667,2378.9,2108.36666666667
1965.2,2378.5,2108.73333333333
1960.33333333333,2379.23333333333,2110.03333333333
1961.76666666667,2378.33333333333,2112.26666666667
1959.83333333333,2377.5,2113.5
1959.93333333333,2378.66666666667,2108.56666666667
1962.56666666667,2376.6,2112.96666666667
1963.3,2377.13333333333,2112.36666666667
1963.56666666667,2377.66666666667,2112.6
1963.63333333333,2377.13333333333,2112.16666666667
1962.66666666667,2377.1,2112.1
1962.06666666667,2377.23333333333,2110.83333333333
1961.83333333333,2377.46666666667,2110.03333333333
1963.23333333333,2377.73333333333,2110.3
1963.5,2377.73333333333,2112.5
1963.96666666667,2376.8,2111.8
1963.03333333333,2378.2,2113.13333333333
1964.1,2376.4,2112.03333333333
1964.06666666667,2378.33333333333,2113.06666666667
1963.1,2377.1,2114.03333333333
1960.93333333333,2378.06666666667,2111.23333333333
1962.46666666667,2377.63333333333,2111.13333333333
1962.23333333333,2377.66666666667,2112.46666666667
1963,2378.2,2111.36666666667
1962.26666666667,2378.23333333333,2109.43333333333
1961.96666666667,2377.8,2110.93333333333
1962.03333333333,2377.8,2111.73333333333
1962.5,2375.7,2113.03333333333
1961.9,2376.13333333333,2115.73333333333
1962.33333333333,2377.06666666667,2114.03333333333
1963.2,2376.6,2115.23333333333
1963.46666666667,2376.7,2114.46666666667
1962.6,2376.9,2115.6
1963.73333333333,2377.1,2115
1963.36666666667,2377.96666666667,2113.9
1964.16666666667,2376.93333333333,2113.16666666667
1962.16666666667,2377.46666666667,2112.53333333333
1962.06666666667,2377.43333333333,2112.43333333333
1962.43333333333,2377.73333333333,2112.46666666667
1963.83333333333,2377.86666666667,2113.4
1961.7,2377.83333333333,2111.2
1959,2378.93333333333,2108.96666666667
1947.36666666667,2379.4,2103.7
1952.8,2378.93333333333,2106.4
1950.56666666667,2378.8,2104.03333333333
1952.03333333333,2379.5,2105.66666666667
1952.73333333333,2379,2105.73333333333
1952.7,2378.5,2106.63333333333
1952.26666666667,2379.26666666667,2105.3
1954.86666666667,2378.5,2109.86666666667
1961.43333333333,2377.73333333333,2105.86666666667
1958.73333333333,2378.63333333333,2106.33333333333
1966,2378.96666666667,2104.96666666667
1962.8,2378.43333333333,2109.33333333333
1960.53333333333,2378.7,2110.26666666667
1960.96666666667,2378.13333333333,2110.7
1960.83333333333,2377.5,2112.03333333333
1963.03333333333,2377.43333333333,2112.6
1960.23333333333,2377.33333333333,2111.93333333333
1963.93333333333,2376.83333333333,2112.4
1963.8,2376.1,2114.43333333333
1960.93333333333,2377.46666666667,2113.53333333333
1959.53333333333,2377.2,2113.16666666667
1959.5,2377.56666666667,2111.9
1961.8,2377.73333333333,2112.56666666667
1958.53333333333,2378,2108.16666666667
1960.63333333333,2379.86666666667,2108.46666666667
1960.1,2378.26666666667,2110.53333333333
1959.6,2378.26666666667,2108.8
1959.86666666667,2378.1,2108.46666666667
1959.66666666667,2377.76666666667,2108.4
1960.6,2378.7,2108.93333333333
1958.86666666667,2378.96666666667,2108.06666666667
1960.13333333333,2378.56666666667,2108.5
1959.86666666667,2377.43333333333,2109.56666666667
1960.3,2378.36666666667,2108.36666666667
1959.86666666667,2378.63333333333,2108.06666666667
1960.23333333333,2378.4,2107.3
1957.73333333333,2378.16666666667,2107.63333333333
1958.86666666667,2378.5,2107.83333333333
1959.43333333333,2378.16666666667,2108.66666666667
1959.7,2378.6,2107.13333333333
1957.96666666667,2379.96666666667,2105.46666666667
1957.36666666667,2379.5,2105.8
1958.26666666667,2379.5,2106.46666666667
1957.46666666667,2378.6,2108.26666666667
1958.16666666667,2378.03333333333,2106.9
1957.83333333333,2379.33333333333,2107.23333333333
1957.26666666667,2378.33333333333,2107.86666666667
1957.76666666667,2378.9,2107.6
1956.66666666667,2378,2108.56666666667
1957.6,2378.63333333333,2108.43333333333
1955.03333333333,2378.76666666667,2105.63333333333
1956.63333333333,2379.4,2103.23333333333
1954.5,2377.8,2106.93333333333
1953.86666666667,2378.16666666667,2109.13333333333
1955.5,2378.23333333333,2107.56666666667
1954.3,2378.3,2107.73333333333
1955.26666666667,2378.3,2107.86666666667
1953.4,2378.43333333333,2107.4
1955.1,2377.93333333333,2107.66666666667
1953.03333333333,2378.76666666667,2106.93333333333
1955.36666666667,2378.13333333333,2106.8
1957.93333333333,2378.6,2105.93333333333
1954.96666666667,2377.9,2108.93333333333
1957.13333333333,2377.7,2107.93333333333
1959.5,2378.06666666667,2107.96666666667
1957.03333333333,2378.4,2109.96666666667
1958.96666666667,2378.73333333333,2109.36666666667
1957.46666666667,2378.43333333333,2109.4
1955.66666666667,2379.16666666667,2107.66666666667
1955.83333333333,2379.06666666667,2107.53333333333
1950.73333333333,2377.3,2106.96666666667
1947.83333333333,2377.86666666667,2107.66666666667
1951.76666666667,2378.46666666667,2108.2
1953,2378.1,2110.66666666667
1951.93333333333,2377.53333333333,2110.1
1952.46666666667,2376.9,2110.56666666667
1954.03333333333,2377.4,2110.86666666667
1955.36666666667,2377.73333333333,2111.63333333333
1956.3,2375.73333333333,2115.06666666667
1955.23333333333,2376.56666666667,2113.66666666667
1952.6,2376.76666666667,2110.33333333333
1952.63333333333,2377.06666666667,2110.03333333333
1956.06666666667,2378.16666666667,2111.26666666667
1956.1,2377.16666666667,2111.5
1957.4,2377.96666666667,2110.56666666667
1956.46666666667,2377.2,2110.3
1957.03333333333,2377.56666666667,2110.83333333333
1957.36666666667,2377.73333333333,2111.7
1956.63333333333,2378.1,2111.06666666667
1957.1,2378.23333333333,2110.3
1956.53333333333,2378.1,2111.06666666667
1957,2377.73333333333,2112
1957.63333333333,2376.8,2111.76666666667
1956.5,2376.9,2112.33333333333
1958.7,2377.73333333333,2111.93333333333
1959.03333333333,2377.3,2113.06666666667
1951.96666666667,2378.26666666667,2108.5
1950.63333333333,2378.16666666667,2108.96666666667
1952.66666666667,2376.46666666667,2110.16666666667
1957,2378.06666666667,2112.7
1956.43333333333,2376.83333333333,2111.96666666667
1956.86666666667,2377.56666666667,2112.33333333333
1956.5,2376.9,2112.36666666667
1957.1,2377.1,2110.13333333333
1957.23333333333,2376.9,2110.96666666667
1957.1,2377.76666666667,2111.33333333333
1956.4,2378.06666666667,2111.63333333333
1955.86666666667,2376.96666666667,2111.53333333333
1956.6,2377.2,2111.83333333333
1956.03333333333,2377.3,2110.76666666667
1957.43333333333,2376.8,2111.83333333333
1957,2378.06666666667,2111.16666666667
1957,2377.26666666667,2112.16666666667
1955.63333333333,2376.86666666667,2111.43333333333
1956.5,2377.86666666667,2111.2
1956.66666666667,2377.9,2111.46666666667
1956.96666666667,2377.6,2111.63333333333
1956.13333333333,2377,2111.56666666667
1956.06666666667,2377.46666666667,2110.9
1956.4,2377.06666666667,2110.93333333333
1957,2377.33333333333,2111
1956.96666666667,2376.83333333333,2110.46666666667
1956.4,2377.63333333333,2110.9
1955.46666666667,2377.53333333333,2111.53333333333
1956.23333333333,2377.7,2111.1
1956.5,2379,2111.7
1956.4,2378.3,2110.9
1956.6,2376.96666666667,2110.43333333333
1956.73333333333,2378.46666666667,2110.2
1955.6,2377.1,2111.86666666667
1956.63333333333,2377,2111.1
1957.16666666667,2377.23333333333,2111.76666666667
1956.13333333333,2377.46666666667,2111.3
1956.86666666667,2377.76666666667,2110.73333333333
1961.76666666667,2376.33333333333,2113.33333333333
1968.33333333333,2374.7,2121.26666666667
1968.8,2375.1,2120.06666666667
1967.3,2375.83333333333,2119.46666666667
1966.86666666667,2375.33333333333,2118.7
1967.7,2375.23333333333,2119.3
1967.2,2375.56666666667,2118.36666666667
1966.56666666667,2375.53333333333,2119.53333333333
1966.66666666667,2376,2117.73333333333
1967.46666666667,2375.73333333333,2118.83333333333
1961.23333333333,2378.23333333333,2114.26666666667
1945.36666666667,2372.06666666667,2122.1
1954.56666666667,2377,2116.8
1958.73333333333,2377.33333333333,2113.46666666667
1954.36666666667,2375.96666666667,2117.6
1951.3,2374.16666666667,2121.9
1953.96666666667,2374.16666666667,2123.9
1952.4,2374.8,2119.83333333333
1961.53333333333,2376.5,2116.53333333333
1955.36666666667,2374.93333333333,2119.93333333333
1955.43333333333,2375.93333333333,2117.96666666667
1951.83333333333,2373.93333333333,2122.43333333333
1949.03333333333,2376.16666666667,2118.2
1949.16666666667,2373.6,2120.06666666667
1951.26666666667,2374.13333333333,2122.26666666667
1953.86666666667,2374.46666666667,2120.16666666667
1951.33333333333,2374.33333333333,2121.63333333333
1953.2,2375.06666666667,2117.83333333333
1953.7,2376.3,2117.46666666667
1978.23333333333,2373.73333333333,2124.83333333333
1979.2,2374,2123.9
1973.03333333333,2375,2120.5
1963.33333333333,2375.83333333333,2117.66666666667
1961.73333333333,2376.03333333333,2115.03333333333
1960.73333333333,2375.66666666667,2116.96666666667
1965.9,2373.7,2119.3
1976.96666666667,2372.5,2126.26666666667
1976.06666666667,2372.8,2123.7
1974.86666666667,2373.73333333333,2123.6
1973.2,2373.86666666667,2125.43333333333
1973.53333333333,2372.56666666667,2123.86666666667
1973.96666666667,2373.16666666667,2123.06666666667
1974.03333333333,2372.9,2124.96666666667
1973.96666666667,2372.33333333333,2124.23333333333
1973.03333333333,2373,2124
1973.73333333333,2373.3,2123.53333333333
1973.26666666667,2374.2,2124.16666666667
1972.63333333333,2372.83333333333,2123.16666666667
1972.9,2372.96666666667,2124.3
1974.1,2373.63333333333,2124.5
1973.36666666667,2373.46666666667,2123.56666666667
1973.5,2373.26666666667,2123.6
1974.2,2372.96666666667,2123.96666666667
1973.6,2372.5,2124.9
1974.2,2372.9,2125.13333333333
1972.56666666667,2373.2,2124.56666666667
1969.9,2372.5,2124
1973.93333333333,2376.83333333333,2113.9
1972.73333333333,2376.1,2114.7
1972.4,2376.53333333333,2114.56666666667
1971.73333333333,2376.3,2114.9
1969.43333333333,2375.56666666667,2112.4
1968.4,2374.6,2117.7
1971.3,2373.83333333333,2118.3
1969.23333333333,2375.5,2118.8
1973.4,2374.3,2121
1972.6,2374.86666666667,2120.16666666667
1974.93333333333,2373.33333333333,2122.26666666667
1974.26666666667,2375.06666666667,2122.93333333333
1975.43333333333,2374.16666666667,2120.96666666667
1974.56666666667,2374.36666666667,2120.96666666667
1975.6,2374.23333333333,2121.83333333333
1976.3,2375.46666666667,2121.56666666667
1975.33333333333,2375.03333333333,2120.96666666667
1965.03333333333,2374.4,2120.83333333333
1964.93333333333,2375.56666666667,2118.1
1969.96666666667,2375.9,2119.66666666667
1971.6,2372.66666666667,2123.53333333333
1973.1,2373.86666666667,2123.36666666667
1972.33333333333,2373.83333333333,2122.86666666667
1973.06666666667,2374.33333333333,2124.03333333333
1972.5,2373.8,2123.03333333333
1972.56666666667,2373.83333333333,2122.23333333333
1972.93333333333,2373.16666666667,2123.8
1972.73333333333,2374.6,2123.06666666667
1973.53333333333,2373.66666666667,2122.86666666667
1972.7,2374.06666666667,2124.3
1972.9,2374.43333333333,2123.06666666667
1973.46666666667,2373.66666666667,2123.23333333333
1973.5,2374.16666666667,2123.6
1972.96666666667,2373.9,2123.7
1972.8,2374.23333333333,2123.3
1973.2,2373.76666666667,2123.23333333333
1972.7,2374.16666666667,2122.26666666667
1972.63333333333,2372.96666666667,2123.23333333333
1973.43333333333,2373.83333333333,2123.3
1972.43333333333,2373.53333333333,2122.93333333333
1973.86666666667,2373.6,2124.2
1973.8,2374.66666666667,2122.86666666667
1973.23333333333,2374.2,2123.46666666667
1973.1,2372.86666666667,2123.3
1973.4,2373.8,2123.16666666667
1972.03333333333,2374.1,2122.93333333333
1972.7,2374.03333333333,2122.73333333333
1974.33333333333,2373.83333333333,2123.6
1973,2373.63333333333,2122.06666666667
1972.4,2373.1,2123.93333333333
1973.03333333333,2373.23333333333,2122.8
1973.3,2373.33333333333,2123.63333333333
1973.53333333333,2373.63333333333,2122.86666666667
1972.96666666667,2374.8,2122.66666666667
1972.93333333333,2371.96666666667,2122.73333333333
1972.93333333333,2373.66666666667,2123.06666666667
1971.46666666667,2373.86666666667,2123.03333333333
1972.4,2374.2,2122.6
1972.2,2374,2122.9
1974.36666666667,2374.26666666667,2123.73333333333
1974.63333333333,2373.63333333333,2124.16666666667
1973.8,2373.4,2123.16666666667
1972.16666666667,2373.4,2123.16666666667
1972.9,2373.26666666667,2122.93333333333
1972.93333333333,2375.03333333333,2122.26666666667
1972.13333333333,2373.66666666667,2122.26666666667
1969.63333333333,2372.03333333333,2121.76666666667
1975.8,2374.53333333333,2120.8
1994,2368.16666666667,2133.73333333333
1992.6,2369.26666666667,2133.56666666667
1989.16666666667,2370.43333333333,2130.26666666667
1988.5,2371.6,2129.03333333333
1962.7,2374.66666666667,2116.43333333333
1962.13333333333,2376.86666666667,2114
1965.5,2375.33333333333,2117.03333333333
1980.46666666667,2372.46666666667,2124.86666666667
1980,2372.03333333333,2128.7
1978.23333333333,2372,2123.96666666667
1978.73333333333,2373.2,2124.7
1977.83333333333,2373.13333333333,2123.73333333333
1977.76666666667,2373.23333333333,2125.23333333333
1978.26666666667,2372.7,2124.2
1977.7,2374.3,2123.76666666667
1979.26666666667,2372.03333333333,2122.6
1979.66666666667,2373.7,2122.9
1979.7,2373.5,2122.36666666667
1978.56666666667,2374.5,2122.2
1978.86666666667,2373.93333333333,2121.33333333333
1976.96666666667,2372.03333333333,2127.13333333333
1981.13333333333,2370.86666666667,2127.8
1978.16666666667,2374.1,2124.66666666667
1977.5,2372.8,2124.6
1975.43333333333,2373.43333333333,2123.13333333333
1975.63333333333,2373.73333333333,2124.06666666667
1973.2,2373.63333333333,2122.16666666667
1973.5,2375.16666666667,2122.6
1968,2374.86666666667,2113.66666666667
1970.96666666667,2376.2,2115.66666666667
1972.16666666667,2375.23333333333,2121.03333333333
1973.86666666667,2373.43333333333,2122.23333333333
1975.96666666667,2374.13333333333,2122.63333333333
1975.73333333333,2374.36666666667,2120.33333333333
1975.5,2374.36666666667,2120
1974.36666666667,2375.63333333333,2119.66666666667
1974.4,2375.06666666667,2118.1
1975.2,2375.2,2118.63333333333
1974.46666666667,2373.93333333333,2119.53333333333
1975.03333333333,2374.9,2120.53333333333
1975.26666666667,2375.9,2120.26666666667
1976.06666666667,2374.33333333333,2118.86666666667
1974.3,2374.66666666667,2120.13333333333
1973.76666666667,2373.13333333333,2122.8
1976.13333333333,2375.1,2121.76666666667
1974.13333333333,2373.73333333333,2122.23333333333
1973.86666666667,2374,2124.4
1974.5,2374.16666666667,2123.93333333333
1976.3,2373.66666666667,2123.9
1977.93333333333,2373.3,2123.6
1976.96666666667,2374.16666666667,2125.53333333333
1976.23333333333,2373.36666666667,2125.5
1976.3,2373.1,2125.2
1975.63333333333,2373.6,2124.56666666667
1976.03333333333,2373.4,2124.66666666667
1975.3,2373,2124.36666666667
1975.8,2373.33333333333,2125.03333333333
1975.8,2373.06666666667,2125.13333333333
1975.53333333333,2374.33333333333,2124.5
1976.3,2373.56666666667,2126.3
1973.13333333333,2371.13333333333,2126.1
1981.2,2374.26666666667,2121.7
1976.3,2373.63333333333,2121.9
1978.16666666667,2375.1,2118.06666666667
1974.83333333333,2373.16666666667,2124.73333333333
1973.23333333333,2374.6,2120.7
1971.86666666667,2374.76666666667,2121.73333333333
1973.53333333333,2373.53333333333,2122.03333333333
1974.06666666667,2374.96666666667,2122.36666666667
1976.26666666667,2373.93333333333,2123.93333333333
1976.03333333333,2374.9,2123.13333333333
1977.03333333333,2372.13333333333,2122.86666666667
1976.16666666667,2373.5,2122.13333333333
1976.63333333333,2373.8,2121.6
1975.4,2373.06666666667,2123.46666666667
1975,2374.8,2122.4
1975.26666666667,2374.53333333333,2123.1
1975.4,2374.93333333333,2121.5
1975.86666666667,2373.96666666667,2122.86666666667
1976.5,2373.3,2123.13333333333
1976.4,2373.23333333333,2123.8
1975.7,2373.33333333333,2122.53333333333
1975.86666666667,2374.2,2123.06666666667
1974.6,2373.63333333333,2123.63333333333
1975.36666666667,2373.3,2124.03333333333
1972.73333333333,2373.33333333333,2122.83333333333
1975.3,2374.76666666667,2122.8
1972.83333333333,2374.8,2120.9
1975.33333333333,2372.76666666667,2124.56666666667
1978.43333333333,2373.6,2123.2
1977.5,2374.23333333333,2121.83333333333
1980.3,2374.2,2123.36666666667
1981.43333333333,2373.03333333333,2122
1982.26666666667,2374.03333333333,2122.83333333333
1983.03333333333,2373.36666666667,2122.93333333333
1985.46666666667,2372.6,2123.46666666667
1984.53333333333,2373.43333333333,2122.56666666667
1988.7,2373.2,2124.86666666667
1978.73333333333,2371.43333333333,2129.73333333333
1976.9,2372.1,2126.06666666667
1978.96666666667,2372.26666666667,2125.1
1982.76666666667,2372.73333333333,2124.5
1983.1,2372.13333333333,2124.86666666667
1982.33333333333,2372.43333333333,2124.6
1982.96666666667,2373.13333333333,2124.96666666667
1982.4,2373,2124.83333333333
1981.36666666667,2373.8,2123.63333333333
1981.43333333333,2372.76666666667,2123.66666666667
1980.93333333333,2374.13333333333,2123.9
1981.16666666667,2373.5,2123.83333333333
1979.16666666667,2374.63333333333,2121.56666666667
1971.26666666667,2374.46666666667,2117.93333333333
1973.7,2376.6,2116.76666666667
1974.63333333333,2375.3,2118
1975.96666666667,2374.9,2118.93333333333
1974.33333333333,2375.5,2117.7
1973.8,2375.56666666667,2117.66666666667
1971.8,2374.03333333333,2119.43333333333
1970.66666666667,2376.66666666667,2115.6
1972.4,2375.7,2117.46666666667
1973.86666666667,2375.66666666667,2117.7
1974.6,2374.5,2119.16666666667
1973.46666666667,2376.26666666667,2114.06666666667
1970.16666666667,2375.06666666667,2116.4
1971.53333333333,2376.33333333333,2117.86666666667
1964.26666666667,2374.33333333333,2116
